;Y_UTM;X_UTM;ZoneNumber;ZoneLetter;Latitude;Longitude;past_mer;Y;X;SiO2;TiO2;Al2O3;Fe2O3;FeO;MnO;MgO;CaO;Na2O;K2O;P2O5;l.i.;oth;sum;hs;type_granite;time;massif;sampler;others;sampler+year;area
3470;-242596850,5;-674580051,4;1;W;"68°17'0.0""";"165°53'0.0""";;68,28331984;165,8833198;67,14543994;0,502209723;13,75050221;3,013258337;2,581357975;0,030132583;1,546805946;2,872639614;2,410606669;5,544395339;0,010044194;0,582563278;0,010044194;100;0,04;Granite;K1;Pyrkanay massif;;;P.P.Ushakov,1940;4
3471;-202341372,6;-580323132,3;1;W;"69°17'0.0""";"163°4'0.0""";;69,2833462;163,0666795;67,21641191;0,221238938;16,48230088;0,331858407;3,026950925;0,050281577;1,820193081;2,674979887;3,55993564;3,509654063;0,120675784;0,905068383;0,080450523;100;0,06;Granodiorite;K1;Central massif;N.S.Senotrusova;Oth:S-0.08;V.S.Bogoyavlensky,1964;4
3496;-367574036;-906468408,6;1;W;"65°12'0.0""";"169°1'0.0""";;65,20008095;169,0167476;66,62008385;0,578957876;16,8197245;1,926532242;2,455579956;0,12976642;0,76861649;0,618886005;5,440207626;3,823118387;0,149730485;0,658814135;0,009982032;100;1,2;Granosyenite;K2;Vorontsovsky massif;;;V.I.Shavel',1967;4
3498;-297378284,9;-868465907,4;1;W;"68°7'0.0""";"179°13'0.0""";;68,1165578;179,2165578;66,56359102;0,518703242;15,3915212;0,97755611;2,822942643;0,069825436;1,905236908;2,89276808;4,728179551;3,002493766;0,149625935;0,967581047;0,009975062;100;0,6;Granodiorite porphyraceous;K2;Taureran massif;;Det.:H2o+-0.85;K.S.Sukhov,1964;4
3501;-208852988,8;-593290620,3;1;W;"69°4'0.0""";"163°3'0.0""";;69,06673213;163,0500655;66,72334467;0,520104021;16,25325065;0,640128026;3,160632126;0,050010002;2,030406081;2,75055011;3,110622124;3,820764153;0,170034007;0,710142028;0,060012002;100;0,1;Granodiorite;K1;Tymkeveem massif;;Oth.:Cr2o3-0.02,S-0.04;R.M.Beschastnaya,1962;4
3513;-381971356,2;-878212829;1;W;"64°7'0.0""";"163°56'30.0""";;64,11675175;163,9417517;66,84390048;0,591894061;16,59309791;0,491573034;3,992776886;0,060192616;0,902889246;3,029695024;3,581460674;2,808988764;0,010032103;1,083467095;0,010032103;100;0,01;Granodiorite;K2;;;;N.I.Filatova,1967;4
3515;-344526803;-862550753,9;1;W;"65°39'0.0""";"167°52'0.0""";;65,65011149;167,8667782;66,74346389;0,500851447;16,45797856;1,953320645;2,043473906;0,130221376;1,582690574;3,425823901;2,704597816;3,576079335;0,010017029;0,86146449;0,010017029;100;0,02;Granodiorite;K2;Yablonsky massif;;;G.B.Zhilinsky,1941;4
3520;-207532652,7;-587421478,6;1;W;"69°3'0.0""";"162°25'0.0""";;69,05006865;162,4167353;66,639992;0,470141042;14,80444133;1,830549165;4,391317395;0,11003301;2,250675203;3,240972292;3,11093328;1,480444133;0,100030009;1,56046814;0,010003001;100;0,17;Hb-Bt granodiorite medium-grained;K1;Philip massif;A.VShirvis;;R.M.Beschastnova,1962;4
3528;-203019533;-581104459,3;1;W;"69°15'0.0""";"162°57'0.0""";;69,24995749;162,9499575;66,52677858;0,559552358;14,3685052;1,978417266;3,737010392;0,119904077;1,898481215;3,167466027;3,916866507;3,157474021;0,089928058;0,459632294;0,019984013;100;0,02;Granodiorite porphyraceous medium-grained;K1;Central massif;I.S.Ryabova;Oth:S-0.02;N.N.Neznanov,1959;4
3529;-299264363,8;-791835694,9;1;W;"66°54'0.0""";"168°9'0.0""";;66,8998715;168,1498715;66,75022561;0,531434874;15,38153013;0,641732678;3,459340219;0,080216585;1,634412915;3,509475584;3,679935827;3,218690464;0,16043317;0,942544871;0,010027073;100;0,31;Granodiorite;K2;;N.S.Senotrusova;;A.Ya.Radzivill,1965;4
3532;-212623093,6;-638690997,1;1;W;"69°36'0.0""";"170°13'0.0""";;69,59996105;170,2166277;65,95280587;0,158635733;16,8550466;1,298830061;3,608962919;0,039658933;1,437636328;2,865357922;2,478683323;4,521118382;0,009914733;0,763434464;0,009914733;100;0,01;Granite;K2;Pevek massif;;Det.:H2o+-0-.54;A.K.Savel'ev,1949;4
3537;-201838985,6;-579308520,6;1;W;"69°18'0.0""";"163°4'0.0""";;69,30005442;163,0667211;66,53996199;0,230069021;16,02480744;0,640192058;2,730819246;0,050015005;2,970891267;2,870861258;3,44103231;3,160948284;0,120036011;1,200360108;0,020006002;100;0,11;Granodiorite;K1;Central massif;N.S.Senotrusova;Oth:S-0.02;V.S.Bogoyavlensky,1964;4
3547;-430740260,5;-1087544104;1;W;"64°54'0.0""";"178°13'0.0""";;64,89997729;178,216644;66,16226979;0,447984072;16,58536585;2,020905923;1,682429069;0,049776008;1,383773021;4,350423096;3,673469388;2,74763564;0,179193629;0,706819313;0,009955202;100;0,27;Granodiorite;K1;;NI.Sergutina;Det:H2o+-0.55;V.A.Shkursky,1962;4
3548;-356855074,2;-955487051,6;1;W;"66°23'0.0""";"176°28'0.0""";;66,383343;176,4666763;65,87372386;0,356824264;15,48220835;1,506591337;2,715829121;0,03964714;1,566062048;2,735652691;4,113390822;3,716919417;0,128853206;1,754385965;0,009911785;100;0,48;Granodiorite;K1;Upper-Tanyurer massif;;Det.:H2o+-0.71 9 co2-0.60;L.I.Sereda,1966;4
3566;-210772345,6;-635391500;1;W;"69°40'0.0""";"170°20'0.0""";;69,6666889;170,3333556;66,46304827;0,100140196;17,44442219;0,640897256;2,974163829;0,020028039;1,391948728;2,96414981;2,473462848;4,416182656;0,01001402;1,091528139;0,01001402;100;0,24;Granite porphyraceous;K2;Peekeney massif;O.IKobylina;;A.V.Andrianov,1939;4
3575;-348642137,8;-863748382,6;1;W;"65°28'0.0""";"167°17'0.0""";;65,46659789;167,2832646;66,55625816;0,431596909;17,87614172;1,194419352;2,348690154;0,060222824;1,12415939;3,593295192;3,462812406;2,509284352;0,010037137;0,823045267;0,010037137;100;0,02;Bt-Hb granodiorite;K2;Okonaytovsky massif;;;G.B.Zhilinsky,1940;4
3579;-211011450,7;-636344319,2;1;W;"69°40'0.0""";"170°25'0.0""";;69,66660015;170,4166001;65,84566491;0,546231006;16,38693018;1,916774258;2,294170225;0,039725891;1,698281855;2,919853014;2,949647433;4,767106962;0,198629457;0,397258913;0,039725891;100;0,6;Quartz monzonite;K2;Peekeney massif;S.M.Shadskaya;Oth:co2-0.04;A.M.Demin,1950;4
3591;-212527378;-638309603,9;1;W;"69°36'0.0""";"170°11'0.0""";;69,59996974;170,1833031;66,09797466;0,498852639;15,47440886;0,468921481;3,591739;0,059862317;2,304699192;3,202633942;2,773620672;4,469719645;0,139678739;0,668462536;0,249426319;100;0,07;Granodiorite;K2;Pevek massif;E.ALogovskaya;Oth:C02-0.ll,B2o3-0.08,S-0.06;B.L.Flerov,1958;4
3603;-215038077,7;-616712020,8;1;W;"69°4'0.0""";"165°10'0.0""";;69,06676797;165,166768;66,34258795;0,220507166;16,71845244;1,603688484;2,305302195;0,070161371;0,300691591;1,603688484;4,570512178;5,562794427;0,040092212;0,601383181;0,060138318;100;0,14;Granosyenite;K2;Lyupveem massif;L.G.Semenova;Oth:S-0.06;V.I.Teplykh,1963;4
3605;-244937306;-669624107,6;1;W;"68°3'0.0""";"164°18'0.0""";;68,04987914;164,2998791;66,27941913;0,470706059;14,52178267;1,682523786;4,026039059;0,100150225;1,452178267;3,064596895;3,345017526;4,707060591;0,170255383;0,170255383;0,010015023;100;0,1;Granite;K1;;I.S.Ryabova,;Oth:S-0.01;V.S.Degtyarev,1960;4
3615;-317015945,8;-885380664,6;1;W;"67°21'6.0""";"176°28'30.0""";;67,35179491;176,4751282;66,12338766;0,499950005;15,82841716;1,409859014;2,499750025;0,069993001;1,529847015;3,499650035;3,829617038;3,139686031;0,149985001;1,409859014;0,009999;100;0,11;Granodiorite-porphyry;K2;;M.V.Kondrashina;;V.G.Zheltovsky,1975;4
3618;-271985024,2;-734770608,5;1;W;"67°31'0.0""";"166°49'0.0""";;67,51675626;166,8167563;65,81068976;0,388175575;16,24365482;1,274012143;3,075544939;0,069672539;1,602468399;4,877077735;3,652831691;2,050363293;0,139345078;0,73653827;0,079625759;100;0,05;Tonalite;K1;Sokolino-Chuvaney massif;;Oth.:S-0.08;A.Ya.Radzivill,1960;4
3628;-267478429,2;-733947814,3;1;W;"67°46'0.0""";"167°57'0.0""";;67,76670462;167,950038;65,93132362;0,439209423;15,54202436;2,305849471;2,206029148;0,109802356;1,267718107;4,192453584;3,45378319;3,763226193;0,379317229;0,399281294;0,009982032;100;0,08;Granodiorite;K1;Kizyrkay massif;A.V.Yakunicheva;;D.F.Egorov,1957;4
3632;-231753206;-696922363,5;1;W;"69°19'0.0""";"173°25'0.0""";;69,31653891;173,4165389;66,08608609;0,610610611;16,90690691;0,41041041;3,233233233;0,06006006;1,971971972;2,852852853;2,932932933;4,104104104;0,19019019;0,1001001;0,540540541;100;1;Granodiorite;K2;Valunny stock;N.I.Morozova;Oth:co2-0.15,F-0.38;A.I.Grigor'ev,1965;4
3634;-211269124,9;-636357852,4;1;W;"69°39'0.0""";"170°19'0.0""";;69,65004851;170,3167152;66,19534697;0,501403931;16,62655435;0,29081428;3,710389089;0,090252708;1,4540714;2,868030485;2,236261532;4,853590052;0,010028079;1,153229041;0,010028079;100;0,35;Granodiorite;K2;Peekeney massif;;;M.I.Rokhlin,1930;4
3635;-367247935,5;-912307401,6;1;W;"65°18'0.0""";"169°43'0.0""";;65,29994635;169,716613;65,92429841;0,529311895;16,53849995;1,707779886;2,696494557;0,089883152;3,195845401;2,796364726;3,755118346;2,097273544;0,149805253;0,509337861;0,009987017;100;0,01;Granodiorite;K1;;;;V.I.Shavel',1967;4
3645;-298611430,9;-853235240,7;1;W;"67°50'42.0""";"176°47'48.0""";;67,84503979;176,7967065;66,24159052;0,562305452;15,83492319;1,094487398;4,538608294;0,050205844;1,385681293;2,128727784;3,373832714;2,74123908;0,010041169;1,74716337;0,291193895;100;0,24;Granodiorite-porphyry;K2;;L.AFinogentova;;V.G.Zheltovsky,1973;4
3646;-354292581,9;-897804259,7;1;W;"65°42'0.0""";"170°16'0.0""";;65,69991957;170,2665862;65,76612501;0,508423886;17,01724654;1,844282724;1,724653574;0,059814575;1,754560861;4,067391088;4,0374838;2,522181238;0,159505533;0,528362078;0,009969096;100;0,11;Granodiorite;K2;;NI.Morozova;Det:H2o+-0.44;B.D.Trunov,1963;4
3664;-323276454,2;-821039850,9;1;W;"66°5'0.0""";"166°47'0.0""";;66,08323384;166,7832338;65,2341816;0,247549262;16,16001584;1,653629072;3,277552233;0,108921675;1,00009902;2,227943361;5,000495099;3,366669967;0,20794138;1,445687692;0,069313793;100;0,33;Granosyenite;K2;;N.S.Senotrusova;Oth:S-0.07;A.G.Senotrusov,1964;4
3671;-465141277,5;-1103182939;1;W;"63°46'0.0""";"175°35'0.0""";;63,76676918;175,5834358;65,99498747;0,79197995;14,42606516;4,250626566;3,037593985;0,040100251;1,373433584;3,20802005;5,112781955;0,15037594;0,210526316;1,313283208;0,090225564;100;0,17;Tonalite;Mz;;T.P.Popova;Oth:Co2-0.09;A.S.Bochkarev,l984;4
3674;-374384750,4;-897599047,3;1;W;"64°45'17.0""";"167°0'51.0""";;64,75465756;167,014102;65,33650983;0,357355569;15,98173516;2,590827874;1,856263649;0,109191979;1,975382172;4,46694461;3,91105817;2,402223546;0,069485805;0,933095096;0,009926544;100;0,01;Granite;K1;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3675;-190164699,3;-553106398,9;1;W;"69°39'0.0""";"162°35'0.0""";;69,64987946;162,5832128;65,94529606;0,400761447;15,41929666;0,881675183;3,81725278;0,070133253;3,015729887;3,727081455;2,184149885;3,917443142;0,180342651;0,420799519;0,020038072;100;0,13;Granite;K1;;;Oth.:Cr2o3-0.0l,S-0.01;V.A.Kasatkin,1963;4
3693;-278035322,8;-740881950;1;W;"67°16'0.0""";"166°7'0.0""";;67,26646665;166,1164667;65,76288144;0,460230115;15,30765383;1,12056028;4,792396198;0,090045023;1,68084042;3,571785893;3,12156078;3,36168084;0,16008004;0,52026013;0,050025013;100;0,08;Granodiorite;K1;Snegovoy massif;I.S.Ryabova;Oth:S-0.05;S.G.Zhelnina'1957;4
3710;-429628130,7;-952881386,9;1;W;"63°10'28.0""";"166°0'10.0""";;63,1744864;166,0028197;65,23639253;0,397298371;16,27930075;1,539531188;2,860548272;0,109257052;2,1950735;4,320619785;4,112038141;2,443384982;0,148986889;0,347636075;0,009932459;100;0,27;Granodiorite;K1;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3713;-392109846,9;-900783119,7;1;W;"64°0'10.0""";"165°0'25.0""";;64,00276187;165,0069285;65,93373494;0,351405622;13,56425703;1,24497992;6,375502008;0,090361446;1,736947791;2,228915663;4,026104418;4,086345382;0,120481928;0,230923695;0,010040161;100;0,27;Granite;K2;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3714;-213529190,8;-644384116,7;1;W;"69°38'0.0""";"170°55'0.0""";;69,63343559;170,9167689;65,65343466;0,549945005;15,15848415;0,529947005;3,299670033;0,049995;1,03989601;5,069493051;3,499650035;4,399560044;0,319968003;0,119988001;0,309969003;100;0,09;Hb granodiorite porphyraceous;K2;Pootaypyn massif;N.KBravina;Oth:co2-0.31;D.S.Golota,1953;4
3717;-366120493,5;-978773760,5;1;W;"66°16'0.0""";"177°21'0.0""";;66,26677721;177,3501105;65,50588705;0,578726801;16,89283576;1,157453602;2,714029136;0,039912193;1,456795051;3,282777889;3,641987627;3,342646178;0,179604869;1,197365795;0,009978048;100;0,2;Granodiorite;K1;Color Granite massif;G.S.Gormasheva;Det:H2o+-0.87;V.A.Zakharov,1958;4
3734;-280414789,8;-743136497,6;1;W;"67°10'0.0""";"165°50'0.0""";;67,1666515;165,8333182;65,26064465;0,537206526;14,75328293;3,889773179;2,218463987;0,029844807;1,770791882;2,526860326;4,814962197;2,78551532;0,49741345;0,656585754;0,258654994;100;0,01;Granodiorite medium-grained;K1;;;Oth.:S-0.26;Yu.M.Dovgal',1962;4
3740;-211318072,8;-636550610,8;1;W;"69°39'0.0""";"170°20'0.0""";;69,64999657;170,3333299;65,47215013;0,12976642;17,04931124;0,479137552;3,543621481;0,059892194;2,225993212;3,383908964;2,665202635;4,272309842;0,009982032;0,698742264;0,009982032;100;0,45;Granodiorite;K2;Pevek massif;O.I.Kobylina;;M.I.Rokhlin,1936;4
3745;-212528382,8;-638311548,7;1;W;"69°36'0.0""";"170°11'0.0""";;69,59993611;170,1832694;65,72459411;0,571256765;15,84485869;0,641411104;3,176989377;0,07015434;2,194828623;3,397474444;2,695931048;4,419723391;0,120264582;0,841852075;0,300661455;100;0,3;Granodiorite;K2;Pevek massif;M.P.Belopol'skaya;Oth:co2-0.16,S-0.04,Sno2-0.10;B.L.Flerov,1959;4
3747;-340102347,8;-853632608,4;1;W;"65°44'0.0""";"167°36'0.0""";;65,7333524;167,6000191;65,57;0,62;16,07;2,66;1,79;0,07;1,94;3,61;3,13;4,04;0,14;0,35;0,01;100;0,11;Granodiorite;K2;;;Det.:H2o+-0.26;V.A.Kitaev,1963;4
3748;-401928992,1;-949550995,3;1;W;"64°16'50.0""";"168°40'19.0""";;64,28059222;168,6719811;65,70455001;0,481058328;16,73682101;1,47324113;3,68811385;0,150330728;1,884145119;4,088995791;3,146923231;1,783924634;0,080176388;0,771697735;0,010022049;100;0,01;Granodiorite;K1;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3769;-398483879,6;-931089584,4;1;W;"64°10'0.0""";"167°16'0.0""";;64,16667527;167,2666753;65,3496957;0,748278958;15,31477602;1,706076025;2,663873092;0,089793475;1,486580864;1,905617081;5,217998603;3,801257109;0,139678739;1,556420233;0,019954106;100;0,01;Quartz diorite;Pg;;Gol.Guzieva;Oth:S03-0o02;V.P.Vasilenko,1966;4
3773;-280287179,7;-742689133,2;1;W;"67°10'0.0""";"165°48'0.0""";;67,16656526;165,7998986;65,37578601;0,538975946;14,80187643;3,902585088;2,225771035;0,029943108;1,776624414;2,535183152;4,850783511;2,794690089;0,499051802;0,658748378;0,009981036;100;0,01;Granodiorite;K1;;Ryabova;;S.G.Zhelnina,1965;4
3798;-211272202,9;-636363835,9;1;W;"69°39'0.0""";"170°19'0.0""";;69,64994544;170,3166121;65,44581207;0,130091064;16,78174722;0,240168118;4,172921045;0,030021015;1,801260883;3,65255679;2,581807265;4,523166216;0,010007005;0,620434304;0,010007005;100;0,29;Granodiorite porphyraceous;K2;Peekeney massif;;;M.I.Rokhlin,1937;4
3809;-212524928,7;-638304862,8;1;W;"69°36'0.0""";"170°11'0.0""";;69,6000517;170,183385;65,6027301;0,913379504;18,6490013;2,699989963;3,402589581;0,130482786;1,234567901;3,512998093;2,870621299;0,361336947;0,010037137;0,602228245;0,010037137;100;0,82;Granodiorite;K2;Pevek massif;;;A.K.Savel'ev,1949;4
3810;-410861077,6;-909728544;1;W;"63°19'35.0""";"163°50'20.0""";;63,32639759;163,8388976;65,45163229;0,100140196;15,21129581;2,062888043;2,904065692;0,680953335;1,922691768;3,354696575;3,124374124;3,965551772;0,160224314;1,051472061;0,01001402;100;0,01;Quartz monzonite;K2;;;;A.A.Alekseev,1968;4
3812;-241170769,2;-739225262,3;1;W;"69°23'0.0""";"177°10'0.0""";;69,38322314;177,1665565;64,87988882;0,595592615;14,87988882;1,002580901;2,759579115;0,029779631;3,186420488;3,186420488;3,513996426;5,042684137;0,168751241;0,655151876;0,099265436;100;0,24;Granite porphyraceous;K1;Velitkenay massif;;Oth:co2-0.10;M.N.Bogdanova,1967;4
3813;-380273405,1;-881900683,4;1;W;"64°15'0.0""";"164°32'30.0""";;64,24988044;164,5415471;65,21956088;0,578842315;16,46706587;0,738522954;4,011976048;0,079840319;1,516966068;3,243512974;3,962075848;2,385229541;0,209580838;1,576846307;0,00998004;100;0,34;Granodiorite;K2;;;;S.S.Lobunetz,1968;4
3814;-239556722,1;-689185893,2;1;W;"68°43'0.0""";"169°22'0.0""";;68,71661035;169,3666104;64,90862137;0,576082638;15,56416369;0,099324593;5,154946365;0,019864919;1,678585618;3,307508939;2,691696464;4,469606675;0,13905443;0,923718713;0,466825586;100;0,43;Hb-Bt granodiorite;Pg;Puney massif;A.P.Lyubel'skaya.;Oth:C02-0.03,Ba0-0.09,Cl-0.05;A.V.Andrianov,1940;4
3858;-347546753,4;-862415723,2;1;W;"65°30'0.0""";"167°19'0.0""";;65,49988266;167,3165493;65,29712396;0,581220563;16,40444934;2,214650767;2,044293015;0,070147309;2,10441928;3,807996793;2,715702976;3,858102014;0,010021044;0,881851889;0,010021044;100;0,01;Granodiorite;K2;Okonaytovsky massif;;;G.V.Zhilinsky,1940;4
3867;-312461291,3;-760676104,2;1;W;"65°40'0.0""";"161°5'0.0""";;65,66685431;161,083521;65,32209512;0,571944612;14,9909693;3,48183825;1,745936183;0,070238812;1,184025687;2,970098334;4,726068633;4,063816978;0,260887016;0,60204696;0,010034116;100;0,16;Bt granosyenite;K1;Talalakh massif;;;N.M.Keppen,1941;4
3887;-410532731,7;-1074751701;1;W;"65°33'42.0""";"179°54'18.0""";;65,56169796;179,9050313;65,08063708;0,500851447;15,82690574;1,001702895;3,606130422;0,060102174;2,624461585;3,666232595;3,666232595;2,884904337;0,150255434;0,921566663;0,010017029;100;0,08;Granodiorite;K2;;;;E.G.Bordyugov,1978;4
3898;-212525976,8;-638306891,6;1;W;"69°36'0.0""";"170°11'0.0""";;69,60001662;170,18335;65,27247135;0,623366177;16,20752061;0,804343455;2,795093505;0,080434345;2,24210738;3,59943696;2,594007641;4,363563242;0,090488639;1,035592198;0,291574502;100;0,54;Granodiorite;K2;Pevek massif;E.A.Logovskaya;Oth:co2-0.21,S-0.02,s2o3-0.06;B.L.Flerov,1958;4
3901;-210984195,8;-635218946,5;1;W;"69°39'0.0""";"170°13'0.0""";;69,65007284;170,2167395;64,8970206;0,689862028;16,20675865;3,279344131;0,689862028;0,069986003;2,519496101;3,48930214;2,74945011;4,539092182;0,229954009;0,569886023;0,069986003;100;0,15;Granodiorite;K2;Valkumey massif;MP.Belopol'skaya;Oth:Co2-0.07;A.M.Demin,1950;4
3903;-316315834,7;-805395713,8;1;W;"66°12'0.0""";"166°11'0.0""";;66,20003739;166,1833707;64,99098738;0,500700981;16,08251552;0,841177649;3,304626477;0,060084118;1,912677749;3,374724614;3,705187262;3,354696575;0,150210294;1,712397356;0,01001402;100;0,17;Granodiorite;K2;;L.G.Semenova;;A.G.Senotrusov,1965;4
3917;-432143094;-1089371023;1;W;"64°52'0.0""";"178°12'0.0""";;64,86659326;178,1999266;64,70764318;0,40909998;16,43384554;3,202953502;1,446817003;0,019956097;2,055477949;5,068848533;2,674116943;2,783875474;0,139692676;1,047695071;0,009978048;100;0,17;Granodiorite;K1;;MISergutina;Det:H2o+-0.69;V.I.Shkursky,1962;4
3924;-410592094;-909238867,5;1;W;"63°19'50.0""";"163°49'10.0""";;63,33051995;163,8194088;64,53604142;0,338510554;14,85463959;3,385105536;5,575467941;0,228992433;1,473516527;3,882915173;2,518916766;1,075268817;0,199123855;1,921545201;0,009956193;100;0,01;Quartz monzonite;K2;;;;A.A.Alekseev 1968;4
3926;-305918037,2;-885933162,1;1;W;"67°55'0.0""";"179°19'0.0""";;67,91675629;179,3167563;64,3885964;0,695341214;14,14522698;1,043011821;3,804509784;0,069534121;2,98996722;2,195291547;3,367438164;5,115724645;0,158935135;1,678752359;0,347670607;100;0,26;Granodiorite;K1;Tyrkynay massif;;Det.:H2o+-1.32.Oth.:C02-0.35;E.G.Bordyugov,1973;4
3935;-305616541,1;-790474801,4;1;W;"66°32'0.0""";"166°30'0.0""";;66,53338642;166,5000531;64,36164928;0,238450075;17,83407849;1,609538003;3,010432191;0,079483358;1,887729757;3,705911575;3,616492797;2,891207154;0,158966716;0,596125186;0,00993542;100;0,18;Granodiorite;K2;Gremuchy massif;;;B.F.Palymsky,1964;4
3936;-423188812,3;-957369779,9;1;W;"63°29'55.0""";"167°1'30.0""";;63,49853959;167,0249285;64,82537776;0,410287201;16,47153007;2,02141499;2,701891324;0,080056039;2,051436005;5,253677574;3,442409687;1,961372961;0,140098069;0,630441309;0,010007005;100;0,23;Granodiorite;K1;;;;S.S.Lobunetz,1972;4
3939;-315181008;-903142951;1;W;"67°41'0.0""";"179°14'0.0""";;67,6832888;179,2332888;64,94183714;0,631768953;15,30284797;0,65182511;3,128760529;0,080224629;2,697553149;3,610108303;3,229041316;4,572803851;0,270758123;0,87244284;0,010028079;100;0,08;Granite;K1;Chanuan massif;;Det.:H2o+-0.83;A.G.Maltizov,1959;4
3944;-246476567,9;-723068136,1;1;W;"68°50'0.0""";"172°42'0.0""";;68,83320183;172,6998685;64,86676017;0,480865558;16,26928471;0,430775396;3,716690042;0,08014426;2,48447205;3,175716289;3,09557203;4,357844119;0,280504909;0,751352434;0,010018032;100;0,09;Granite;K1;Yanra-Karpung massif;;Det.:H2o+-0.70;I.I.Akramovsky,1960;4
3970;-242860725,6;-668795255,9;1;W;"68°10'0.0""";"164°49'0.0""";;68,16661218;164,8166122;64,47460333;0,538868376;16,86458437;1,766290789;2,574593354;0,069853308;2,394970562;4,670192596;5,019459136;0,987925357;0,159664704;0,459036024;0,019958088;100;0,07;Quartz diorite;K2;;L.G.Semenova;Oth:S-0.02;V.S.Degtyarev,1961;4
3974;-211153645,9;-636913895,5;1;W;"69°40'0.0""";"170°28'0.0""";;69,66659274;170,4665927;64,30064709;0,597312096;16,21702339;1,672473868;3,753111;0,029865605;1,991040319;2,906918865;2,986560478;4,599303136;0,238924838;0,617222499;0,089596814;100;0,08;Granodiorite;K2;Yanra-Paak massif;S.M.Shadskaya;Oth:C02-0.09;A.M.Demin,1950;4
3988;-401509422,6;-944337391,4;1;W;"64°13'30.0""";"168°12'30.0""";;64,22496655;168,2082999;64,79807113;0,653003818;16,54611212;0,713281093;5,173799478;0,130600764;1,165360659;4,128993369;4,52079566;1,406469761;0,210970464;0,492264416;0,060277275;100;0,01;Granodiorite;K1;;;Det:H2o+-0.49.Oth.:S03-0.06;S.P.Skuratovsky,1966;4
